T_ID,Departuretraine,Departure_Time,Traine_Duration_Minutes,train_Status,Distance_Miles,Travel_Purpose,Seat_Class,train_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F733,Anand Vihar–Kamakhya Express  ,10-08-2024 13:55,191,On-time,1169,Emergency,Economy,5,29,0,1
F1287,Katihar–Amritsar Express  ,09-02-2024 18:59,169,On-time,885,Business,Premium Economy,8.1,13,1,0
F425,Ranikhet Express  ,2/16/2024 6:21,235,Delayed,1618,Emergency,Economy,7.3,15,0,0
F1639,Purushottam Express  ,7/27/2024 9:51,223,On-time,1072,Business,Economy,4.7,4,0,0
F232,Brahmaputra Mail  ,05-11-2023 23:44,196,On-time,1320,Leisure,First,6,25,0,0
F1360,Sushasan Express  ,06-02-2023 22:16,113,On-time,793,Family,Economy,8.1,6,0,0
F298,NDLS–LKO AC SF Express  ,08-08-2023 15:15,154,On-time,1174,Family,Economy,7.6,14,0,0
F1078,Anand Vihar–Kamakhya Express  ,07-10-2023 08:06,173,On-time,1757,Business,Business,6.9,16,0,1
F792,Katihar–Amritsar Express  ,05-06-2023 02:40,175,On-time,1017,Business,Business,4.3,19,0,0
F1699,Ranikhet Express  ,11/15/2023 12:45,323,On-time,1280,Leisure,Economy,8.8,3,0,0
F1674,Purushottam Express  ,02-06-2025 23:54,239,On-time,1214,Business,Premium Economy,7,5,0,1
F1365,Brahmaputra Mail  ,02-12-2025 06:55,265,On-time,189,Business,Economy,6.8,2,0,1
F900,Kalindi Express  ,12/30/2024 10:48,160,On-time,957,Business,Economy,7.7,24,0,0
F535,Farakka Express,4/30/2023 12:33,198,Cancelled,816,Leisure,Economy,6.1,24,0,1
F119,Sushasan Express  ,2/17/2025 14:55,189,On-time,1251,Leisure,Economy,6,1,0,0
F1685,NDLS–LKO AC SF Express  ,7/14/2024 6:58,186,Delayed,1124,Leisure,Economy,4.9,14,0,0
F897,Anand Vihar–Kamakhya Express  ,12/16/2024 16:10,195,On-time,1035,Family,Economy,7.8,11,0,1
F1143,Katihar–Amritsar Express  ,04-10-2024 23:35,163,On-time,1559,Emergency,Economy,5.3,6,0,0
F1067,Ranikhet Express  ,05-01-2024 22:24,137,On-time,1148,Emergency,Economy,7.7,19,0,1
F413,Purushottam Express  ,7/31/2023 3:43,156,On-time,1627,Business,Economy,7.5,2,1,0
F938,Brahmaputra Mail  ,7/17/2024 19:45,134,On-time,1380,Emergency,Premium Economy,6.4,13,0,0
F644,Sushasan Express  ,08-06-2024 10:12,220,On-time,1176,Family,First,8,5,0,0
F1870,NDLS–LKO AC SF Express  ,09-02-2023 04:58,133,On-time,1132,Emergency,Business,4.4,18,0,0
F1323,Anand Vihar–Kamakhya Express  ,9/24/2023 23:39,125,Delayed,771,Emergency,Economy,4.2,17,0,0
F722,Katihar–Amritsar Express  ,08-11-2023 16:41,339,Delayed,1329,Family,Economy,5.2,3,0,1
F1217,Ranikhet Express  ,6/24/2024 16:21,274,On-time,1011,Leisure,Business,8.7,10,0,0
F1931,Purushottam Express  ,2/18/2025 14:05,180,Delayed,911,Leisure,Economy,6.1,14,0,0
F1979,Brahmaputra Mail  ,4/24/2023 9:11,173,Delayed,1082,Leisure,Economy,10,4,0,0
F1928,Kalindi Express  ,3/15/2025 14:48,152,On-time,1082,Emergency,Economy,6.3,6,0,0
F217,Farakka Express,5/17/2023 20:48,221,Delayed,1051,Family,Economy,5.1,3,0,1
F1150,Sushasan Express  ,6/19/2024 21:41,173,On-time,1486,Emergency,Business,8.3,5,0,0
F1599,NDLS–LKO AC SF Express  ,4/18/2025 11:16,159,On-time,1240,Family,Economy,7.7,0,0,0
F1152,Anand Vihar–Kamakhya Express  ,10/25/2023 6:30,285,On-time,1025,Business,Business,7.5,8,0,0
F1037,Katihar–Amritsar Express  ,6/15/2023 19:59,190,Delayed,1268,Leisure,Economy,7.4,0,0,0
F227,Ranikhet Express  ,7/27/2024 8:28,204,On-time,1187,Business,Economy,5.2,5,0,1
F832,Purushottam Express  ,11/26/2023 7:07,252,On-time,1400,Business,Economy,9.1,3,0,0
F1638,Brahmaputra Mail  ,3/23/2025 22:29,178,On-time,992,Emergency,Economy,6.2,2,0,0
F1842,Sushasan Express  ,04-09-2024 13:36,175,On-time,897,Business,Economy,6.9,0,0,0
F1712,NDLS–LKO AC SF Express  ,4/25/2023 21:28,187,On-time,744,Family,Economy,6.2,20,0,0
F1608,Anand Vihar–Kamakhya Express  ,1/19/2025 2:57,143,On-time,925,Business,First,9.4,9,0,0
F1918,Katihar–Amritsar Express  ,11/28/2023 16:34,89,On-time,1829,Leisure,First,7.1,1,0,0
F1538,Ranikhet Express  ,8/27/2024 8:53,173,On-time,1499,Family,Economy,8.8,1,0,0
F1755,Purushottam Express  ,12-02-2023 23:46,197,On-time,1114,Emergency,Business,6,1,1,0
F1045,Brahmaputra Mail  ,5/15/2023 17:56,173,On-time,950,Leisure,Economy,7.9,12,0,1
F1132,Kalindi Express  ,9/25/2024 18:34,192,On-time,1376,Emergency,Business,8.3,26,0,0
F892,Farakka Express,09-08-2023 20:52,213,On-time,1128,Family,Economy,5.5,19,0,0
F1404,Sushasan Express  ,11/22/2023 14:23,257,On-time,1287,Business,Economy,10,1,0,1
F1150,NDLS–LKO AC SF Express  ,3/24/2025 8:55,191,On-time,1444,Leisure,Economy,6.7,3,0,0
F1812,Anand Vihar–Kamakhya Express  ,02-01-2024 21:20,213,On-time,902,Family,Economy,7.9,36,0,0
F468,Katihar–Amritsar Express  ,2/14/2024 20:11,179,On-time,1339,Family,First,4.9,7,0,0
F651,Ranikhet Express  ,10/15/2023 6:02,36,Delayed,1706,Family,Economy,6.2,23,0,0
F1911,Purushottam Express  ,08-02-2023 21:52,253,On-time,753,Emergency,Economy,5.1,3,0,0
F1938,Brahmaputra Mail  ,02-09-2024 21:17,163,On-time,797,Business,Business,9.2,0,1,0
F964,Sushasan Express  ,6/19/2023 0:54,94,On-time,1130,Leisure,Economy,8.6,6,0,0
F1940,NDLS–LKO AC SF Express  ,06-01-2024 16:11,110,On-time,1625,Emergency,Premium Economy,7.2,3,0,0
F1942,Anand Vihar–Kamakhya Express  ,02-11-2025 18:12,115,On-time,976,Business,Economy,7.4,16,0,1
F1527,Katihar–Amritsar Express  ,3/28/2024 10:55,251,On-time,516,Business,Premium Economy,7,7,0,0
F1278,Ranikhet Express  ,01-12-2025 22:17,148,On-time,1309,Business,Economy,6.8,15,0,0
F1478,Purushottam Express  ,4/19/2024 21:24,286,On-time,1246,Business,Economy,9.7,7,0,0
F1527,Brahmaputra Mail  ,11/30/2023 14:12,134,On-time,1246,Business,Economy,7.2,9,0,0
F1200,Kalindi Express  ,10-04-2023 03:03,-37,Delayed,1554,Leisure,Premium Economy,7.2,14,0,1
F1538,Farakka Express,9/17/2024 6:52,272,On-time,1158,Leisure,Economy,9.3,0,0,0
F1641,Sushasan Express  ,4/30/2023 20:08,112,On-time,1513,Family,Economy,9.2,2,0,0
F81,NDLS–LKO AC SF Express  ,08-07-2023 13:18,202,On-time,1649,Emergency,Economy,7.6,1,0,0
F704,Anand Vihar–Kamakhya Express  ,3/20/2025 23:10,186,On-time,1100,Emergency,Economy,8.8,0,0,0
F1533,Katihar–Amritsar Express  ,5/27/2024 6:52,139,On-time,1335,Emergency,Premium Economy,9.4,1,0,1
F1438,Ranikhet Express  ,9/29/2023 22:34,75,On-time,936,Business,Economy,5.4,10,0,0
F164,Purushottam Express  ,6/27/2023 5:48,53,On-time,1242,Family,Economy,8.3,4,0,0
F772,Brahmaputra Mail  ,4/28/2024 3:30,258,On-time,1335,Family,Economy,6.2,0,0,0
F1820,Sushasan Express  ,4/29/2024 17:57,94,On-time,1375,Business,Premium Economy,7.3,13,0,0
F1933,NDLS–LKO AC SF Express  ,11-09-2023 19:09,336,Delayed,941,Family,Premium Economy,8.9,24,0,0
F309,Anand Vihar–Kamakhya Express  ,1/27/2024 3:22,158,Delayed,1433,Emergency,Business,4.8,1,0,0
F613,Katihar–Amritsar Express  ,1/25/2024 9:25,107,On-time,635,Leisure,Economy,8.5,7,0,0
F1900,Ranikhet Express  ,11-11-2024 22:09,187,On-time,1478,Family,Economy,6.1,12,0,0
F854,Purushottam Express  ,03-06-2024 11:59,265,On-time,889,Leisure,Economy,5.6,8,0,1
F1219,Brahmaputra Mail  ,11/16/2023 5:07,170,On-time,1442,Family,Premium Economy,7.9,45,0,0
F1650,Kalindi Express  ,5/16/2024 21:56,246,On-time,1377,Family,Economy,8.2,2,0,1
F494,Farakka Express,6/14/2024 3:15,175,On-time,1714,Leisure,Business,7.3,2,1,0
F539,Sushasan Express  ,7/23/2023 0:56,191,On-time,1015,Family,Economy,7.2,4,0,0
F279,NDLS–LKO AC SF Express  ,11/17/2023 11:40,272,On-time,1159,Business,Economy,5.3,5,0,0
F1816,Anand Vihar–Kamakhya Express  ,03-06-2024 04:14,175,On-time,1076,Business,Economy,8.3,26,0,0
F1029,Katihar–Amritsar Express  ,1/19/2025 8:43,180,On-time,1497,Leisure,Premium Economy,8.2,20,0,0
F1172,Ranikhet Express  ,5/15/2023 23:43,229,On-time,1401,Emergency,Economy,8.6,2,0,0
F948,Purushottam Express  ,4/27/2023 17:33,122,On-time,1290,Family,Premium Economy,8.7,5,0,0
F1877,Brahmaputra Mail  ,5/15/2024 9:36,155,Delayed,981,Family,Economy,5.5,4,0,0
F36,Sushasan Express  ,06-02-2023 22:19,171,On-time,1467,Family,Economy,5.8,15,0,0
F1,NDLS–LKO AC SF Express  ,8/25/2024 1:58,41,On-time,1044,Business,Premium Economy,5.7,7,0,1
F1499,Anand Vihar–Kamakhya Express  ,4/25/2023 15:04,205,On-time,1548,Business,Economy,7.2,2,0,0
F908,Katihar–Amritsar Express  ,1/15/2025 8:36,186,On-time,1026,Family,Economy,7.1,5,0,0
F346,Ranikhet Express  ,11-03-2023 06:08,167,Delayed,1287,Family,Economy,6.1,2,0,0
F1269,Purushottam Express  ,6/25/2023 20:54,259,On-time,1644,Emergency,Economy,5.4,10,0,1
F726,Brahmaputra Mail  ,12/27/2023 20:25,203,On-time,770,Emergency,Premium Economy,8.9,18,0,0
F1017,Kalindi Express  ,6/23/2024 19:41,142,Delayed,1546,Family,Economy,7.8,4,0,0
F841,Farakka Express,05-02-2024 12:10,165,Delayed,1157,Family,Economy,6.3,0,0,0
F1953,Sushasan Express  ,08-08-2023 09:46,269,On-time,1608,Family,Premium Economy,8,12,0,0
F1041,NDLS–LKO AC SF Express  ,5/18/2024 14:30,227,On-time,1208,Business,Business,7.9,1,0,0
F1502,Anand Vihar–Kamakhya Express  ,12-05-2024 19:47,150,On-time,1304,Leisure,Business,9.9,7,0,0
F1736,Katihar–Amritsar Express  ,10/13/2024 11:38,261,On-time,847,Family,Business,6.2,2,0,0
F215,Ranikhet Express  ,5/18/2023 14:50,242,On-time,661,Emergency,Economy,7.5,15,0,0
F1958,Purushottam Express  ,04-04-2024 00:42,207,On-time,1156,Business,Business,6.2,1,0,0
F1336,Brahmaputra Mail  ,11/16/2023 18:32,152,Delayed,1181,Business,Economy,7.9,6,0,0
F211,Sushasan Express  ,1/19/2024 8:24,189,On-time,1863,Leisure,Economy,4.8,0,0,0
F1825,NDLS–LKO AC SF Express  ,8/30/2024 5:51,196,On-time,1347,Family,Economy,7.5,1,0,0
F717,Anand Vihar–Kamakhya Express  ,02-01-2025 07:58,266,On-time,1026,Family,Business,6,0,1,0
F1885,Katihar–Amritsar Express  ,11/25/2023 0:28,125,Delayed,884,Family,Business,5.7,2,0,0
F139,Ranikhet Express  ,12/20/2023 23:13,97,On-time,928,Leisure,Premium Economy,4.7,0,0,0
F1180,Purushottam Express  ,2/22/2024 6:41,235,On-time,1573,Emergency,Economy,7.3,3,0,0
F1315,Brahmaputra Mail  ,6/22/2023 18:15,236,On-time,952,Emergency,Economy,6.2,0,0,0
F114,Kalindi Express  ,12/20/2024 9:43,281,On-time,1348,Business,Economy,6.6,8,0,0
F971,Farakka Express,10/19/2023 2:50,276,On-time,1071,Family,Premium Economy,7.7,22,0,0
F13,Sushasan Express  ,10/30/2024 0:23,234,Delayed,782,Business,Economy,5.6,0,0,0
F659,NDLS–LKO AC SF Express  ,11/26/2024 6:00,160,Delayed,1529,Emergency,Economy,5.6,8,0,0
F401,Anand Vihar–Kamakhya Express  ,06-07-2024 07:11,236,On-time,1250,Family,Business,3.6,12,0,0
F1553,Katihar–Amritsar Express  ,12-06-2024 12:04,138,On-time,1303,Leisure,Economy,5.9,5,0,0
F60,Ranikhet Express  ,8/18/2024 2:04,245,Cancelled,1512,Business,Economy,7,4,0,0
F1776,Purushottam Express  ,3/29/2025 7:19,223,On-time,804,Business,Economy,4.9,1,0,0
F1382,Brahmaputra Mail  ,6/24/2023 22:29,158,On-time,1092,Family,Economy,7.7,13,0,0
F1997,Sushasan Express  ,11/16/2023 11:24,69,On-time,908,Business,Premium Economy,7.3,19,0,1
F1060,NDLS–LKO AC SF Express  ,05-05-2023 19:18,145,On-time,1651,Emergency,Economy,6.2,11,0,0
F1048,Anand Vihar–Kamakhya Express  ,10/23/2023 3:14,249,On-time,1383,Business,Premium Economy,7.5,22,0,0
F1454,Katihar–Amritsar Express  ,05-01-2023 16:17,121,On-time,1194,Emergency,Economy,8.8,7,0,0
F1222,Ranikhet Express  ,04-05-2025 23:19,233,On-time,1297,Business,Premium Economy,5.2,37,0,0
F1384,Purushottam Express  ,12-02-2023 17:37,279,On-time,984,Business,Premium Economy,8,5,0,1
F180,Brahmaputra Mail  ,10-05-2024 15:50,227,On-time,1212,Business,Economy,7.4,39,0,0
F1386,Kalindi Express  ,11-08-2023 14:46,296,On-time,1082,Family,Economy,6.6,7,0,0
F636,Farakka Express,9/13/2024 4:55,98,On-time,1282,Family,Economy,5.8,1,0,0
F1860,Sushasan Express  ,12-09-2023 14:10,67,Cancelled,1447,Business,Premium Economy,8.5,0,0,0
F71,NDLS–LKO AC SF Express  ,07-01-2024 00:50,251,On-time,899,Business,Economy,4.1,17,0,0
F1050,Anand Vihar–Kamakhya Express  ,7/14/2024 20:34,292,On-time,1487,Business,Economy,6.3,0,0,0
F837,Katihar–Amritsar Express  ,05-12-2023 03:59,35,On-time,1417,Family,Business,4.6,15,0,0
F1951,Ranikhet Express  ,08-08-2024 03:03,216,On-time,1422,Leisure,Economy,5.4,59,0,1
F97,Purushottam Express  ,09-05-2023 04:51,178,On-time,310,Leisure,Premium Economy,9,3,0,0
F1095,Brahmaputra Mail  ,7/25/2023 11:03,133,On-time,1589,Business,Economy,6.9,6,0,0
F1328,Sushasan Express  ,10/15/2023 0:21,128,On-time,1104,Emergency,Economy,7.4,1,0,0
F480,NDLS–LKO AC SF Express  ,05-01-2024 07:57,227,Delayed,1470,Leisure,Economy,6.1,7,0,0
F304,Anand Vihar–Kamakhya Express  ,02-10-2024 05:30,167,On-time,1091,Business,Economy,8.7,2,0,0
F1729,Katihar–Amritsar Express  ,07-05-2024 23:11,116,On-time,1942,Emergency,Economy,10,4,0,0
F1942,Ranikhet Express  ,08-05-2023 06:20,270,On-time,1057,Leisure,Economy,4.4,5,1,0
F29,Purushottam Express  ,9/30/2024 21:53,210,On-time,1485,Business,Economy,5.6,17,0,0
F1307,Brahmaputra Mail  ,3/16/2024 3:23,152,On-time,1473,Family,Economy,8.3,11,0,1
F32,Kalindi Express  ,02-08-2024 09:00,76,Delayed,1548,Family,Economy,6.2,10,0,0
F1753,Farakka Express,02-03-2025 23:46,191,On-time,1611,Family,Economy,7.3,16,0,1
F1194,Sushasan Express  ,7/23/2023 8:32,57,On-time,1154,Business,Economy,7.6,0,0,0
F931,NDLS–LKO AC SF Express  ,7/14/2023 5:39,258,On-time,1017,Family,Economy,7.1,12,0,1
F1125,Anand Vihar–Kamakhya Express  ,4/19/2025 3:00,133,On-time,1321,Leisure,Economy,7.5,20,0,0
F1985,Katihar–Amritsar Express  ,02-03-2025 14:17,106,Delayed,1588,Emergency,Premium Economy,6.6,0,0,1
F1215,Ranikhet Express  ,6/13/2024 2:50,155,On-time,1666,Emergency,Economy,5.5,7,0,0
F192,Purushottam Express  ,9/18/2023 17:15,114,On-time,961,Family,Premium Economy,7,0,0,0
F583,Brahmaputra Mail  ,7/22/2024 0:18,127,On-time,1083,Business,Business,6.6,4,0,0
F1808,Sushasan Express  ,03-02-2024 06:27,183,Delayed,1614,Emergency,Economy,6.9,3,0,1
F1243,NDLS–LKO AC SF Express  ,06-05-2024 14:21,152,On-time,1524,Emergency,Economy,7.4,7,0,0
F771,Anand Vihar–Kamakhya Express  ,12/20/2023 7:33,201,Delayed,1454,Leisure,Economy,7.8,44,0,0
F756,Katihar–Amritsar Express  ,02-08-2024 03:27,173,On-time,1265,Family,Economy,7.3,3,0,0
F1179,Ranikhet Express  ,12/31/2024 15:16,222,Delayed,1362,Emergency,Premium Economy,7.9,26,0,1
F663,Purushottam Express  ,12/13/2024 14:31,157,On-time,1435,Emergency,Economy,6.4,0,0,0
F491,Brahmaputra Mail  ,6/19/2024 15:01,272,On-time,1251,Emergency,Economy,10,8,0,0
F1185,Kalindi Express  ,8/23/2024 20:22,119,On-time,1166,Business,Business,6.1,9,0,0
F1913,Farakka Express,11-04-2024 02:47,175,On-time,1707,Business,Economy,9.3,12,0,1
F530,Sushasan Express  ,09-03-2024 07:03,173,On-time,1070,Business,Economy,7,10,0,0
F195,NDLS–LKO AC SF Express  ,12/31/2023 22:28,125,Cancelled,1237,Business,Economy,6,6,0,0
F1789,Anand Vihar–Kamakhya Express  ,05-01-2024 23:01,206,On-time,847,Business,Premium Economy,7.7,16,0,0
F683,Katihar–Amritsar Express  ,08-06-2023 19:07,270,On-time,945,Leisure,Economy,5,33,0,0
F1333,Ranikhet Express  ,02-08-2025 02:52,165,On-time,1268,Emergency,Economy,6.6,12,0,0
F3,Purushottam Express  ,05-07-2023 18:11,82,On-time,1042,Family,Economy,5.7,11,0,0
F110,Brahmaputra Mail  ,10-05-2024 13:21,216,Cancelled,1804,Business,First,7.3,4,0,0
F1577,Sushasan Express  ,01-07-2025 06:30,46,Cancelled,1618,Emergency,Economy,7.7,4,1,0
F998,NDLS–LKO AC SF Express  ,07-02-2023 09:49,219,On-time,1124,Emergency,Economy,6.6,1,0,0
F1363,Anand Vihar–Kamakhya Express  ,10/23/2024 12:45,119,On-time,1404,Leisure,Economy,8.2,5,0,0
F1972,Katihar–Amritsar Express  ,06-04-2023 00:13,134,On-time,1073,Leisure,Economy,5.8,15,0,0
F1925,Ranikhet Express  ,1/28/2024 6:04,299,On-time,1140,Family,Economy,9.3,4,0,0
F660,Purushottam Express  ,5/31/2024 5:23,233,On-time,1807,Business,Economy,7.8,16,0,0
F1827,Brahmaputra Mail  ,12-09-2024 03:58,189,On-time,1461,Business,Economy,6,8,0,0
F1848,Kalindi Express  ,09-01-2023 02:38,221,On-time,1456,Business,Premium Economy,8.5,27,0,1
F252,Farakka Express,10-11-2024 20:27,183,On-time,1033,Emergency,Business,5.9,26,0,0
F1940,Sushasan Express  ,09-11-2024 12:57,151,On-time,487,Family,Economy,4.3,1,0,0
F46,NDLS–LKO AC SF Express  ,7/18/2023 14:20,222,On-time,1638,Emergency,Premium Economy,6.4,6,0,0
F1689,Anand Vihar–Kamakhya Express  ,01-09-2024 12:20,203,On-time,1203,Emergency,Premium Economy,8.2,5,0,0
F852,Katihar–Amritsar Express  ,8/30/2024 7:13,139,On-time,1311,Leisure,Economy,5.5,2,0,0
F565,Ranikhet Express  ,12/27/2023 3:26,240,On-time,954,Leisure,Economy,6,21,0,0
F1979,Purushottam Express  ,1/13/2025 0:03,179,On-time,923,Family,Economy,8.8,1,1,0
F1692,Brahmaputra Mail  ,6/15/2024 14:55,286,On-time,972,Business,Premium Economy,5.8,0,0,0
F1901,Sushasan Express  ,10-03-2023 17:45,106,On-time,1161,Leisure,Economy,5.6,39,0,1
F1567,NDLS–LKO AC SF Express  ,2/27/2025 7:10,171,On-time,1723,Business,Economy,6.6,14,0,0
F743,Anand Vihar–Kamakhya Express  ,5/17/2023 10:54,116,On-time,1238,Leisure,Business,6.8,19,0,0
F983,Katihar–Amritsar Express  ,07-03-2024 11:17,124,On-time,820,Leisure,Business,6.3,17,0,0
F1144,Ranikhet Express  ,8/30/2024 19:28,102,On-time,759,Emergency,Economy,10,7,0,0
F611,Purushottam Express  ,3/28/2025 2:59,82,On-time,1067,Business,Economy,7.3,10,0,0
F1410,Brahmaputra Mail  ,1/17/2024 12:51,168,Delayed,1669,Leisure,Economy,7.4,31,0,0
F580,Kalindi Express  ,03-02-2025 04:47,239,On-time,1233,Emergency,Premium Economy,7.6,9,0,0
F237,Farakka Express,12/24/2024 8:18,134,Delayed,943,Business,Economy,7.5,0,0,0
F618,Sushasan Express  ,12-07-2024 23:59,198,Delayed,1275,Emergency,Economy,8,10,0,0
F1335,NDLS–LKO AC SF Express  ,5/18/2024 3:18,148,On-time,1061,Family,Premium Economy,8.4,0,0,0
F699,Anand Vihar–Kamakhya Express  ,1/17/2025 9:08,196,On-time,1033,Leisure,Economy,4.3,1,0,0
F291,Katihar–Amritsar Express  ,08-12-2023 17:25,92,On-time,1449,Family,Economy,5.7,10,0,0
F996,Ranikhet Express  ,03-09-2025 16:23,244,On-time,940,Business,Business,8.5,13,0,0
F1970,Purushottam Express  ,7/29/2024 11:51,206,Delayed,1160,Business,Economy,6.1,8,0,0
F1763,Brahmaputra Mail  ,12/19/2023 11:30,219,On-time,792,Leisure,Business,6.9,5,0,0
F1888,Sushasan Express  ,11-12-2023 20:51,200,On-time,1093,Business,Premium Economy,8.5,1,0,0
F1825,NDLS–LKO AC SF Express  ,3/17/2025 4:24,241,On-time,958,Leisure,Premium Economy,7.7,6,0,0
F563,Anand Vihar–Kamakhya Express  ,2/15/2025 17:22,251,On-time,1661,Leisure,Economy,7.9,1,0,0
F1261,Katihar–Amritsar Express  ,4/29/2023 18:08,123,Delayed,1216,Family,Premium Economy,7.7,23,0,0
F101,Ranikhet Express  ,04-11-2025 01:54,220,On-time,952,Business,Economy,7.3,17,0,1
F1675,Purushottam Express  ,01-11-2025 04:51,173,On-time,1153,Business,Business,3.1,29,0,0
F211,Brahmaputra Mail  ,4/28/2024 17:34,193,On-time,1520,Emergency,Premium Economy,5.2,2,0,0
F1433,Kalindi Express  ,11/16/2023 17:59,225,On-time,1668,Family,Premium Economy,7.6,7,0,0
F1014,Farakka Express,11-05-2024 00:00,119,On-time,1073,Leisure,Economy,7.9,17,0,0
F205,Sushasan Express  ,6/19/2024 3:34,162,On-time,1909,Emergency,Economy,6.4,9,0,0
F522,NDLS–LKO AC SF Express  ,11-07-2024 02:16,284,On-time,939,Business,Economy,6.7,12,0,0
F743,Anand Vihar–Kamakhya Express  ,2/20/2024 10:06,220,On-time,955,Business,Premium Economy,7.3,3,1,0
F1506,Katihar–Amritsar Express  ,06-10-2024 15:40,135,On-time,1153,Business,Economy,4.6,21,0,0
F927,Ranikhet Express  ,05-07-2024 04:15,145,On-time,1133,Family,Economy,6,10,0,0
F496,Purushottam Express  ,12/30/2024 0:05,172,On-time,1988,Emergency,Economy,8.9,1,0,0
F815,Brahmaputra Mail  ,12/20/2023 4:26,148,On-time,2128,Leisure,Business,7.4,7,0,0
F359,Sushasan Express  ,12-01-2023 04:38,144,On-time,1328,Family,Premium Economy,7.3,11,0,0
F1420,NDLS–LKO AC SF Express  ,10/17/2024 13:24,266,On-time,1708,Leisure,Economy,7.6,34,0,0
F738,Anand Vihar–Kamakhya Express  ,10-08-2024 08:25,127,Delayed,1132,Emergency,Economy,6.8,6,0,0
F1811,Katihar–Amritsar Express  ,10-05-2024 01:20,180,On-time,820,Family,Business,5.3,49,0,1
F1931,Ranikhet Express  ,3/18/2025 9:08,100,On-time,1182,Leisure,Economy,7.1,21,0,0
F128,Purushottam Express  ,3/21/2024 2:01,194,On-time,1923,Emergency,Business,6,15,0,0
F27,Brahmaputra Mail  ,9/27/2023 23:53,197,On-time,1206,Family,Economy,4.9,6,0,0
F1964,Kalindi Express  ,03-09-2025 23:09,150,Cancelled,1207,Leisure,Premium Economy,7.3,6,0,1
F760,Farakka Express,4/21/2025 23:41,122,On-time,1074,Business,Business,7.2,10,0,0
F257,Sushasan Express  ,03-06-2025 21:00,103,Delayed,1235,Emergency,Economy,5.1,12,0,0
F1643,NDLS–LKO AC SF Express  ,10-01-2023 05:21,120,On-time,558,Business,Economy,6.5,3,0,1
F1837,Anand Vihar–Kamakhya Express  ,03-05-2024 17:55,145,On-time,1219,Leisure,Economy,5.4,19,0,0
F1973,Katihar–Amritsar Express  ,4/13/2024 16:06,154,Delayed,1178,Family,Business,6,13,0,0
F565,Ranikhet Express  ,11/17/2023 11:38,275,On-time,1430,Leisure,Business,9,9,0,0
F249,Purushottam Express  ,01-12-2025 15:33,156,Delayed,1703,Leisure,Premium Economy,3.3,3,0,0
F1560,Brahmaputra Mail  ,10/13/2023 17:19,241,On-time,958,Business,Economy,6.7,2,0,0
F880,Sushasan Express  ,9/20/2024 8:50,198,Delayed,961,Family,Economy,7.2,18,1,0
F240,NDLS–LKO AC SF Express  ,6/27/2024 7:55,151,On-time,972,Leisure,Economy,7.6,2,0,0
F1869,Anand Vihar–Kamakhya Express  ,10-05-2023 05:12,244,On-time,894,Emergency,Economy,5.1,0,0,0
F716,Katihar–Amritsar Express  ,12-11-2023 15:07,212,On-time,1104,Leisure,Economy,7.3,11,0,0
F26,Ranikhet Express  ,04-07-2025 13:29,246,Cancelled,1490,Emergency,Economy,6.1,0,0,0
F833,Purushottam Express  ,7/29/2023 19:31,18,On-time,1257,Leisure,Economy,6.7,9,0,0
F1957,Brahmaputra Mail  ,1/19/2025 16:26,156,Delayed,1510,Emergency,Business,8.2,5,0,1
F843,Kalindi Express  ,2/18/2024 9:46,182,Delayed,1820,Leisure,Business,4.2,5,0,0
F1723,Farakka Express,09-11-2023 03:04,139,On-time,901,Family,Economy,5.9,30,0,0
F1062,Sushasan Express  ,7/16/2023 13:32,284,On-time,1015,Emergency,First,8.7,27,0,0
F1969,NDLS–LKO AC SF Express  ,8/25/2023 9:45,221,Cancelled,1663,Leisure,Economy,8,19,0,0
F269,Anand Vihar–Kamakhya Express  ,08-02-2024 09:49,165,Delayed,1389,Emergency,Premium Economy,8,1,0,0
